Observe,Shannon,J,Group,study
99,3.65232976157997,0.794827965471455,Normal,Hale_17
56,2.86291930046668,0.711222154093031,Normal,Hale_17
77,3.14170970594745,0.72326207111891,Normal,Hale_17
62,3.11667337155824,0.755166437722912,Normal,Hale_17
58,3.16998658487622,0.780699686374771,Normal,Hale_17
93,3.34651332023624,0.738320984523636,Normal,Hale_17
74,2.89421480666182,0.672437508259712,Normal,Hale_17
38,2.79359777391815,0.767981197214661,Normal,Hale_17
101,3.66576946167509,0.794295500691294,Normal,Hale_17
76,3.35846846533693,0.77549648095278,Normal,Hale_17
50,2.6217193991072,0.67016972943907,Normal,Hale_17
83,3.41932688932882,0.77380634261751,Normal,Hale_17
63,2.93929478838772,0.709437414541356,Normal,Hale_17
55,2.91719130238348,0.72796325325124,Normal,Hale_17
90,3.49291655774484,0.776236510796351,Normal,Hale_17
99,3.48260158838305,0.757891350381437,Normal,Hale_17
107,3.81528144084458,0.816482173005579,Normal,Hale_17
83,3.36021722990213,0.760429607706006,Normal,Hale_17
34,2.29749792989509,0.651520998450709,Normal,Hale_17
54,2.80265210675549,0.702597973328427,Normal,Hale_17
67,2.40649520150519,0.572335582964387,Normal,Hale_17
101,3.54879705718033,0.768950029415319,CRC,Hale_17
63,3.15966915328701,0.762627662856363,Normal,Hale_17
75,3.11316286159664,0.721058814692775,Normal,Hale_17
63,2.76329466797867,0.666957473136618,Normal,Hale_17
61,3.10848073599937,0.756160572838321,Normal,Hale_17
84,3.2392672187937,0.731076766622201,Normal,Hale_17
110,3.78482250749216,0.805199088807193,Normal,Hale_17
93,3.57899290736898,0.789611549128761,Normal,Hale_17
62,2.77372894418931,0.672071390318687,Normal,Hale_17
69,3.16009733911716,0.74634337508658,Normal,Hale_17
60,2.91302144886526,0.711474426393732,Normal,Hale_17
49,2.59391943349399,0.666505448556622,Normal,Hale_17
104,3.63275238544461,0.782180583920319,Normal,Hale_17
112,3.81090993214453,0.807653034597112,Normal,Hale_17
66,3.32526664832016,0.793685125164231,Normal,Hale_17
65,3.02393830479668,0.724402914555715,Normal,Hale_17
80,3.4700153797427,0.791874552355601,Normal,Hale_17
93,3.34345696840472,0.737646680112638,Normal,Hale_17
92,3.54962429408676,0.785004480771916,Normal,Hale_17
110,3.67400256645254,0.781622787575066,Normal,Hale_17
65,3.32669153589115,0.796929302626566,Normal,Hale_17
63,3.02546721283982,0.730236261342835,Normal,Hale_17
87,3.25194850151095,0.728171833165847,Normal,Hale_17
84,3.43421405920513,0.775074713109702,Normal,Hale_17
57,2.55366338977289,0.631617860027935,Normal,Hale_17
74,3.21768014010194,0.747590956554639,Normal,Hale_17
88,3.4971487373805,0.781077877829493,Normal,Hale_17
98,3.54777345120472,0.773783776593637,Normal,Hale_17
109,3.77705407193434,0.805110634886371,Normal,Hale_17
91,3.40706739939173,0.755303372776194,Normal,Hale_17
47,2.50230483220694,0.649924390196245,Normal,Hale_17
91,3.43888729728826,0.762357438160087,Normal,Hale_17
61,3.09668256362075,0.753290581501091,Normal,Hale_17
